name,release_date,english,developer,publisher,platforms,required_age,categories,genres,tags,achievements,average_playtime,price,short_description,estimated_sells,rating
99 Spirits,2013-11-12,1,TORaIKI,Fruitbat Factory,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Adventure;Indie;RPG,RPG;Anime;Indie,49,380,6.99,"99 Spirits is an RPG/Puzzle game that revolves around the popular Japanese folklore of Tsukumogami, everyday objects coming alive on their 100th birthday.",28519,Negative
Zombie Shooter 2,2009-11-18,1,Sigma Team Inc.,Sigma Team Inc.,windows,0,Single-player,Action;Indie;RPG,Action;Zombies;RPG,0,247,7.19,"Zombie Shooter 2 is a unique blend of two game genres - Action and RPG. Every player can choose a character to the liking, get experience to develop skills, earn money and spend it at weapons, medications and useful devices. All of this will be used against thousands of enemies.",29704,Mostly Positive
Oxenfree,2016-01-14,1,Night School Studio,Night School Studio,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Indie,Story Rich;Choices Matter;Supernatural,13,258,14.99,"Oxenfree is a supernatural thriller about a group of friends who unwittingly open a ghostly rift. You are Alex, and you’ve just brought your new stepbrother Jonas to an overnight island party gone horribly wrong.",365456,Very Positive
METAL GEAR SURVIVE,2018-02-21,1,Konami Digital Entertainment,Konami Digital Entertainment,windows,16,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Captions available;Steam Cloud;Stats,Violent;Action;Adventure;Strategy,Memes;Survival;Action,51,1649,34.99,METAL GEAR SURVIVE builds upon MGSV’s stealth action gameplay with elements of exploration and survival creating a bold new experience. *An internet connection is required to play the game.,130910,Mixed
Railroad Tycoon II Platinum,2007-05-04,1,PopTop,2K,windows,0,Single-player,Strategy,Strategy;Management;Trains,0,1244,2.99,Includes Railroad Tycoon II and the expansion The Second Century It can take you from New York to South Africa. It can take you from the year 1804 to the year 2000. It can take you from penniless manual laborer to powerful multi-millionaire.,39658,Positive
[the Sequence],2016-03-30,1,[OneManBand],[OneManBand],windows,0,Single-player;Steam Trading Cards,Indie,Indie;Puzzle;Minimalist,0,0,1.59,[the Sequence] is a logic construction puzzler.Let your mind be your guide: Lay down seven different kinds of modules as your roadblocks to get you (portrayed as a binary data point) to a sweet destination.Apply an out-of-the-box thinking to get you to the next level!,6032,Positive
Wargame: Airland Battle,2013-05-29,1,Eugen Systems,Eugen Systems,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Cloud,Strategy,Strategy;RTS;Military,0,1069,14.99,"2 SIDES, 12 NATIONS, 750 UNITS: THE STRATEGY GAME REFERENCE IS BACK! Richer, more beautiful and more accessible, Wargame AirLand Battle is the sequel to the explosive real-time strategy game Wargame European Escalation! 1985.",291826,Positive
Dungeon Rats,2016-11-04,1,Iron Tower Studio,Iron Tower Studio,windows,0,Single-player;Steam Achievements,Indie;RPG,RPG;Indie;Turn-Based Combat,15,69,5.99,"A turn-based, party-based RPG set in the Age of Decadence world and focused on squad level tactical combat. Fight your way out of prison mine or die trying.",16692,Mostly Positive
Survarium,2015-04-02,1,Vostok Games,Vostok Games,windows,16,Online Multi-Player;MMO;Online Co-op;Steam Achievements;Steam Trading Cards,Action;Free to Play;Massively Multiplayer;RPG;Early Access,Early Access;Free to Play;Survival,73,6569,0.0,"Survarium is a post-apocalyptic online FPS game. If you are looking for a shooter where skills matter, look no further! The opposing players and deadly anomalies will never stop you on the way to victory, right? Then start playing now for free!",1204412,Negative
Alan Wake's American Nightmare,2012-05-22,1,Remedy Entertainment,Remedy Entertainment,windows,0,Single-player;Full controller support,Action;Adventure,Action;Adventure;Horror,12,71,6.19,"A thrilling new storyline, hordes of creepy enemies, serious firepower and beautiful Arizona locations, combined with a fun and challenging new game mode!",400214,Mixed
Reversion - The Escape (1st Chapter),2014-06-10,1,3f Interactive,3f Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Point & Click;Indie,16,151,0.79,"It’s 2035 in Buenos Aires, or where Buenos Aires used to be. You’ve just woken up in a hospital, and you can’t remember anything. All you know is you have to escape and find out what happened to the city. And how to save it.",105768,Mostly Positive
Low Magic Age,2017-01-10,1,Low Magic Studios,Low Magic Studios,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Adventure;Casual;Indie;RPG;Strategy;Early Access,Early Access;RPG;Strategy,12,131,7.19,"Adventure and fight in a medieval fantasy open world! Build heroic characters with various abilities, travel through villages, cities, or perilous dungeons. Strategic turn-based combat system and advanced character building - Fog of war, charging and flanking, and more in the fast-paced Arena mode.",49665,Positive
The Blackout Club,2018-10-30,1,Question,Question,windows,18,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Partial Controller Support,Action;Indie;Simulation;Early Access,Early Access;Horror;Multiplayer,14,0,15.49,The Blackout Club is a first-person co-op horror game centered around a group of teenage friends investigating a monstrous secret beneath the skin of their small town. 1-4 players explore procedurally-generated missions against a fearsome enemy you can only see with your eyes closed.,19722,Positive
Turok 2: Seeds of Evil,2017-03-16,1,Iguana Entertainment;Nightdive Studios,Nightdive Studios,windows;mac;linux,0,Single-player;Online Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Adventure,Action;FPS;Classic,14,0,14.99,"Having defeated the Campaigner, Turok throws the Chronocepter into a waiting volcano to destroy it. Unfortunately the blast awakens an even deadlier force - The Primagen. Once again a Turok is tasked with restoring peace to the land and stopping the Primagen from merging Earth with the nether world.",44763,Very Positive
Healer's Quest,2018-04-18,1,Rablo Games,Rablo Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;RPG,RPG;Indie;Comedy,34,84,11.39,"Healer’s Quest is a comedy RPG where you play as the most underappreciated party member in any fantasy realm: the Healer. As per usual, your teammates are a band of inept jerks.",4066,Positive
Monster Energy Supercross - The Official Videogame,2018-02-13,1,Milestone S.r.l.,Milestone S.r.l.,windows,0,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Includes level editor,Racing;Simulation;Sports,Simulation;Sports;Racing,50,0,29.99,Live the adrenaline and the excitement of the 2017 Monster Energy Supercross Championship with MONSTER ENERGY SUPERCROSS - THE OFFICIAL VIDEOGAME!,15428,Mixed
Faerie Solitaire,2010-09-17,1,Subsoap,Subsoap,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Card Game;Casual;Indie,30,266,6.99,"Have magical fun in the addicting Card game, Faerie Solitaire! Find and raise a Faerie pet and repopulate the magical land of Avalon using the resources found by clearing each level.",185966,Very Positive
STAR WARS™ Jedi Knight: Dark Forces II,2009-09-16,1,LucasArts,LucasArts;Lucasfilm;Disney Interactive,windows,0,Single-player;Multi-player;Local Multi-Player;Partial Controller Support;Steam Cloud,Action,Action;Star Wars;FPS,0,141,4.79,"Jedi Knight: Dark Forces II picks up where the award-winning Dark Forces™ game left off...with even more features and firepower in dazzling 3D graphics. As Kyle Katarn, you must acquire a lightsaber and learn the ways of the Force to become a Jedi Knight.",86268,Mixed
Deep Rock Galactic,2018-02-28,1,Ghost Ship Games,Coffee Stain Publishing,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Early Access,Early Access;Co-op;Action,0,3350,24.99,"Deep Rock Galactic is a 1-4 player co-op FPS featuring badass space Dwarves, 100% destructible environments, procedurally-generated caves, and endless hordes of alien monsters.",421496,Very Positive
Botology,2015-06-24,1,Black Lime Studio,Black Lime Studio,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie,Action;Indie;Third-Person Shooter,56,280,0.79,"A company is currently in development of robots for the new generation - Botology, conduct tests for a new system for the remote control of robots. The purpose of the company is to help future potential buyers explore the remote space systems.",17856,Negative
Tacoma,2017-08-01,1,Fullbright,Fullbright,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Walking Simulator;Adventure;Story Rich,12,132,14.99,"Tacoma is a sci-fi narrative adventure from the creators of Gone Home. Set aboard a high-tech space station in the year 2088, explore every detail of how the station’s crew lived and worked, finding the clues that add up to a gripping story of trust, fear, and resolve in the face of disaster.",103329,Positive
Dead Effect,2014-12-17,1,"BadFly Interactive, a.s.","BadFly Interactive, a.s.",windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Action;Zombies;FPS,61,276,3.99,Fight for your life in the INDIE SCI-FI FPS game fit for both casual and hard-core gamers with a passion for hunting down hordes of zombies. Prepare yourselves for the incoming nightmare!,218808,Mostly Positive
Kindergarten,2017-06-15,1,Con Man Games;SmashGames,SmashGames,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Violent;Gore;Adventure;Indie,Funny;Gore;Violent,8,114,3.99,"Welcome to Kindergarten! Have fun trying to learn and share...and not die. That's important too. In a school that's just not quite right, it's important to be friendly...and take out those that aren't.",95202,Very Positive
Diaspora : Mass Exodus,2018-12-21,1,Angry Rabbit Studios,Angry Rabbit Studios,windows,0,Online Multi-Player;MMO;Online Co-op;In-App Purchases,Free to Play;Indie;Massively Multiplayer;RPG;Strategy,Strategy;Free to Play;Massively Multiplayer,0,0,0.0,Mass Exodus[/b] is a 2D/3D RPG MMO point-and-click. In Diaspora Mass Exodus you will take control of one of many types and classes of ships and make your way out into one of multiple solar systems within a large and expanding galaxy. Here you will carve out your destiny and make a name for yourself among the stars!,5206,Mixed
Ctrl CV,2018-05-18,1,ZPink,PsychoFlux Entertainment,windows,0,Single-player;Steam Cloud,Action;Casual;Free to Play;Indie,Free to Play;Action;Indie,0,4,0.0,"Welcome to the world of Ctrl CV, a find-the-image platformer puzzle game. You are surrounded by countless clones of yourself, and your goal is to find the source of these doppelgangers. Try not to lose yourself in the midst of &quot;yourselves&quot;.",7904,Mostly Positive
Full Metal Furies,2018-01-17,1,Cellar Door Games,Cellar Door Games,windows;mac;linux,0,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Action;Indie;Adventure,36,637,14.99,"From the creators of Rogue Legacy comes a &quot;true-cooperative&quot; action RPG. FULL METAL FURIES puts an emphasis on team play with a unique combat system where everyone is important. Play on the couch, alone or with friends, or make it an online party for up to four players!",40166,Positive
IMSCARED,2016-02-03,1,Ivan Zanotti's MyMadnessWorks,Ivan Zanotti's MyMadnessWorks,windows,0,Single-player,Adventure;Indie,Indie;Horror;Adventure,11,0,2.79,&quot;I need a Heart in order to open it&quot;,33748,Positive
The Madness of Little Emma,2015-12-21,1,Bartosz Bojarowski,Bartosz Bojarowski,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Action;Platformer,121,4277,5.99,"The Madness of Little Emma is a difficult action platformer with roguelike elements. Featuring over 250 items with insane synergies, varied enemies, and numerous secrets and mysteries to discover.",8122,Mostly Positive
Sid Meier’s Ace Patrol: Pacific Skies,2013-11-05,1,Firaxis Games,2K,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Strategy,Strategy;Casual;Turn-Based,50,193,3.99,Battle to Rule the Pacific Skies!Take flight over the treacherous Pacific waters where ace pilots redefine historic World War II battles! Skillfully pilot the most iconic American and Japanese fighter planes of the Pacific War while representing the army or navy.,25438,Mixed
Ken Follett's The Pillars of the Earth,2017-08-15,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Point & Click;Choices Matter;Medieval,41,101,26.99,"12th century, England: In a time of poverty and war, a small town begins the construction of a cathedral to claim wealth and safety for its people. In their struggle to survive, lives and destinies intertwine. Based on Ken Follett's world-bestseller ‘The Pillars of the Earth’.",61017,Very Positive
Leadwerks Game Engine,2014-01-06,1,Leadwerks Software,Leadwerks Software,windows,0,Single-player;Steam Achievements;Steam Workshop;In-App Purchases;Partial Controller Support;Includes level editor,Animation & Modeling;Design & Illustration;Education;Software Training;Utilities,Animation & Modeling;Game Development;Design & Illustration,3,0,78.99,Leadwerks Game Engine is the easiest way to make 3D games and VR experiences. Learn everything you need with our comprehensive tutorials. Build games with the world's most intuitive game development system. Sell your games with a royalty-free license or share them with the world for free.,20736,Mixed
Double Action: Boogaloo,2014-10-23,1,Double Action Factory,Double Action Factory,windows;linux,0,Multi-player;Cross-Platform Multiplayer;VR Support;Includes level editor;Includes Source SDK,Action;Free to Play;Indie,Free to Play;Action;Multiplayer,14,5852,0.0,"Double Action is a free stylish multiplayer game about diving, flipping, and sliding your way into action movie mayhem.",722736,Very Positive
Sonny,2017-04-17,1,Krin Juangbhanich,Armor Games Studios,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,RPG;Strategy;Indie,20,0,3.99,"Undead. Unstoppable. A challenging, turn-based indie sci-fi RPG that brings the beloved classic into the modern era with all new content and gameplay.",9933,Mixed
Tales of Berseria™,2017-01-26,1,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG,Anime;JRPG;RPG,51,2398,39.99,"Players embark on a journey of self-discovery as they assume the role of Velvet, a young woman whose once kind demeanor has been replaced and overcome with a festering anger and hatred after a traumatic experience three years prior to the events within Tales of Berseria.",342409,Very Positive
Shrinking Pains,2018-04-27,1,Bedtime Phobias,Bedtime Phobias,windows,0,Single-player,Sexual Content;Free to Play;Indie,Free to Play;Indie;Sexual Content,0,0,0.0,"You spend a day seeing how many coins you can fit into the hollows above your collarbones. You're losing yourself first in inches, then moments... Will you survive yourself?",4560,Mostly Positive
Dusty Revenge:Co-Op Edition,2014-02-17,1,PD Design Studio,PD Design Studio,windows;mac,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Beat 'em up;Platformer,18,0,10.99,"Revenge will consume you, but redemption will push you to your breaking point.Play as Dusty, a multi- weapon wielding warrior ready to face loads of outlawed criminals, dangerous creatures and the ruthless evil villain that rules them all.",12240,Negative
The Red Solstice,2015-07-09,1,Ironward,Nkidu Games Inc.,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;RPG;Strategy,Action;RPG;Co-op,73,243,7.19,"2280 A.D. The last few survivors of a ruined Earth seek a new home: Mars, a planet whose inhabitants didn't take too kindly to outsiders. The Red Solstice is a tense, tactical, squad-based action game. Fight to survive with up to 8 players in co-op, or lead your own squad in single-player mode.",124682,Mostly Positive
Heaven Forest - VR MMO,2016-12-14,1,Fabio Ferrara,Chubby Pixel,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Massively Multiplayer,Massively Multiplayer;Adventure;Walking Simulator,24,367,0.79,The pressing human questions about life depend directly on our attitudes toward the universe. You'll find the answers you're searching for through a series of reasonings and clues during your journey in this game as well as in your own life.,22256,Mixed
RAID: World War II,2017-09-26,1,Lion game Lion,Starbreeze Publishing AB,windows,18,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support,Violent;Gore;Action;Adventure;RPG,Action;World War II;FPS,82,279,15.49,"RAID: World War II is an action-packed four player cooperative shooter set during a time when the Nazi war machine was still winning, and hope was in short supply.",72842,Negative
M.U.D. TV,2010-04-19,1,Realmforge Studios,Kalypso Media Digital,windows,0,Single-player,Simulation;Strategy,Simulation;Strategy;Management,0,0,7.99,"Always wanted to see if you can hack the day-to-day life of a TV producer? Here's your chance! MUD TV is your ticket to the weird wild world of television. Once you take control of your own station it's up to you to determine the line-up, hire actors and directors, produce your own shows, series and movies and to grab those lucrative...",12245,Negative
Audioshield,2016-04-05,1,Dylan Fitterer,Dylan Fitterer,windows,0,Single-player;VR Support;SteamVR Collectibles,Indie,Indie;VR;Music,0,40,14.99,Block the beats! Audioshield puts you at the point of impact for every hit in your songs. Block incoming orbs with your shields and feel the music. Works with any song!,130312,Positive
Crystals of Time,2014-06-13,1,RVL Games;exosyphen studios,exosyphen studios,windows,0,Single-player;Steam Trading Cards,Casual;Indie,Casual;Hidden Object;Indie,0,231,0.79,"Help Ashley Ford find her father and solve the mystery of the Three Oak Mansion. A professional thief, Ashley has inherited this hobby from her father, who suddenly disappeared one night while he was trying to sneak into the Three Oak Mansion. You start the game in front of a big, deserted house that hides a lot of secrets.",67464,Mixed
Cthulhu Saves the World,2011-07-13,1,Zeboyd Games,Zeboyd Games,windows,0,Single-player;Full controller support;Steam Trading Cards,Indie;RPG,RPG;Indie;Comedy,0,351,0.0,"The lord of insanity, Cthulhu was all set to plunge the world into insanity and destruction when his powers were sealed by a mysterious sorcerer. The only way for him to break the curse is to become a true hero. Save the world to destroy it in an epic parody RPG journey of redemption, romance, and insanity!",244110,Very Positive
Shadowgrounds Survivor,2007-11-14,1,Frozenbyte,Frozenbyte,windows;mac,0,Single-player;Shared/Split Screen;Steam Trading Cards;Includes level editor,Action,Action;Sci-fi;Isometric,0,355,6.99,"Surviving is only half the game. The award-winning atmosphere and gameplay mechanics of the original Shadowgrounds make a triumphant return in this spin off/sequel armed with a slick new feature set! Shadowgrounds Survivor tells the story of the last remaining humans on Jupiter's moon Ganymede, where the alien onslaught is in full force.",44793,Negative
Driver® Parallel Lines,2009-02-13,1,Ubisoft Reflections,Ubisoft,windows,0,Single-player,Racing,Racing;Action;Open World,0,0,8.59,"You were the fastest wheelman on the street. You were a legend. You were money. Until they set you up and sent you down. Twenty-eight years inside for someone else's crime. Now you're getting out. Guess what? You got a new job, it's called getting revenge.",32627,Positive
Solarix,2015-04-30,1,Pulsetense Games,KISS ltd,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Stealth;Indie,20,12173,14.99,"Solarix is a science-fiction stealth/horror game, set in world that overpowers you with unease, insecurity, and desperation, forcing you to confront your own role in the horrors to come.",23932,Mixed
Nexuiz,2012-05-10,1,IllFonic,IllFonic;Psyop Games,windows,0,Single-player;Multi-player;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action,Action;Arena Shooter;FPS,12,9,7.99,"&quot;STUPID mode&quot;, the new DLC, along with the &quot;Duel Mode DLC&quot; are now both free and have been added to Nexuiz!",21488,Mixed
Lethal VR,2016-11-08,1,Three Fields Entertainment,Team17 Digital Ltd,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Simulation,Action;Simulation;VR,24,25,9.99,"Lethal VR is an immersive Virtual Reality weapons experience created especially for the HTC Vive by Three Fields Entertainment, creators of Burnout, BLACK and Dangerous Golf. Step into our VR Weapons Range and prepare for your skills to be tested.",5772,Positive
Cubium Dreams,2016-04-29,1,Igrodelsky,Siberian Digital,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie,Indie;Adventure;Action,5,232,3.19,"Cubium Dreams - is an atmospheric first-person puzzle game with horror elements, made in a minimalistic surreal style.",10452,Negative
Alekhine's Gun,2016-03-11,1,Maximum Games,Maximum Games;KISS ltd,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure,Stealth;Adventure;Action,28,0,29.99,"It is the height of the Cold War, a time of global uncertainty and civil unrest. You are Agent Alekhine, a highly skilled Russian assassin, driven by a moral compass that leads you headfirst into a covert operation unsanctioned by the country you previously served.",13832,Mixed
Kholat,2015-06-09,1,IMGN.PRO,IMGN.PRO,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Horror;Walking Simulator;Atmospheric,20,276,14.99,The most terrifying journey of your life set in the beautiful winter scenery of the Ural Mountains. Uncover the horrific mystery behind the Dyatlov Pass Incident. Narrated by the famous Sean Bean.,234422,Mixed
2Dark,2017-03-10,1,Gloomywood,Bigben Interactive,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Horror,15,277,18.99,"2Dark is a stealth adventure game developed by Frédérick Raynal, the pioneer of survival horror games and creator of Alone in the Dark®. Make your way through the lairs of psychopaths, unravel intrigue where madness mingles with horror, and, above all, save the kids!",8686,Mostly Positive
Dusk 12,2014-08-22,1,Orion Games,Buka Entertainment,windows,0,Single-player;Steam Trading Cards,Action,Action;FPS;Cult Classic,0,0,2.79,"Dusk 12 is a first person shooter, full of action where the player will incarnate two heroes. One of the soldiers of the group, with unknown past and one of the infected men with the virus, who has strength, speed and fortitude beyond human limits.",7848,Negative
Abyss: The Wraiths of Eden,2014-04-03,1,Artifex Mundi,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Hidden Object;Adventure;Casual,20,0,6.99,Take a deep breath and find your fiancée who went missing in the dark abyss of the ocean.,72360,Positive
Bardbarian,2014-04-01,1,TreeFortress Games,TreeFortress Games,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie;RPG;Strategy,Indie;Strategy;Tower Defense,22,354,5.59,"You play as Brad the barbarian, who is awoken to the sounds of his town under siege. Today is different though; Brad has grown tired of fighting all the time. The usual grind for XP has grown dull, and he has decided to pursue his dreams of making music instead of shedding blood.",100152,Positive
Hero Zero,2016-07-05,1,Playata GmbH,European Games Group AG,windows,0,Single-player;MMO;Cross-Platform Multiplayer;In-App Purchases,Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG;Strategy,Free to Play;RPG;Casual,0,3,0.0,"Become a hero, build your own Hide-Out and start by saving your neighbourhood. Level up your skills, collect incredibly weird superhero gadgets, and join a superhero team to save the world!",91728,Mostly Positive
1849,2014-05-08,1,SomaSim,SomaSim,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Indie;Simulation;Strategy,Strategy;Simulation;Indie,28,0,10.99,"1849 is a city management game set during the California Gold Rush. Your task is to build towns, populate them with workers, and make sure that they are housed, fed, and entertained. You’ll have to manage and coordinate extensive production and trade networks to make sure your towns thrive.",20376,Mixed
Transport Defender,2017-09-11,1,Coconut Shavers,Coconut Shavers,windows,0,Single-player;Steam Achievements;In-App Purchases;Steam Cloud;Stats,Casual;Free to Play;Strategy,Free to Play;Clicker;Casual,362,104,0.0,"Defend the transport ship from being captured by enemy waves on the way to the jump hole. Upgrade weapons, kill enemies, get cargo, transfer cargo, buy features, repeat.",10750,Mostly Positive
You Must Build A Boat,2015-06-04,1,EightyEightGames,EightyEightGames,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,Action;Casual;Indie;RPG;Strategy,Casual;Indie;Action,12,50,3.99,"You Must Build A Boat is the sequel to the award winning &quot;10000000&quot;. Travel the world, run procedurally generated dungeons finding artifacts, capturing monsters and recruiting crew for your...",46624,Mostly Positive
Verde Station,2014-12-18,1,Duelboot,Duelboot,windows;mac;linux,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Adventure;Indie;Casual,12,0,0.79,"What do you trust most — what you see, what you're told, or your instincts? On a year long solo mission aboard Verde Station, you will test your wits and question everything, but you may not find answers. Welcome to solitude.",18936,Mixed
King's Guard TD,2016-06-08,1,FreezeNova,FreezeNova,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Casual;Indie;Strategy,10,239,2.09,"Your Highness, our kingdom is at risk. We’re facing great danger! Not only villagers, but also maidens, warriors, mages, ravens, bats, eagles and dragons are trying to destroy our empire. Guard your throne and stop them now!",17212,Mixed
Else Heart.Break(),2015-09-24,1,"Erik Svedäng;El Huervo / Niklas Åkerblad;Tobias Sjögren;Oscar ""Ratvader"" Rydelius;Johannes Gotlén",Erik Svedäng AB,windows;mac;linux,0,Single-player,Adventure;Indie;RPG,Adventure;Indie;Programming,0,0,18.99,"A game about friendship, love and technology in a place where bits have replaced atoms.",32798,Mixed
VODKA,2017-12-28,1,CharlieH,CharlieH,windows,0,Single-player;Steam Achievements;In-App Purchases;Steam Cloud,Action;Indie,Action;Indie;Pixel Graphics,17,0,0.79,"“Vodka” is a social game . Consider it as a literary work, which will tell you about harm of this drink. Don’t drink vodka – play “Vodka”!",12255,Very Positive
RED,2017-01-14,1,storyk21674;STILILA;貓蛋, Ｌｅｍｏｎ　Ｂａｌｍ,windows,0,Single-player,Action;Adventure;Free to Play;RPG,Free to Play;Action;Adventure,0,33,0.0,"Story: Red receives the invitation card from her grandmother and decides to visit her, but there is all over the monsters on her way. Those monsters try to stop and take her away, so she needs to use her personality to get out of the danger. The story background is in the deep forest.",10406,Very Positive
Spakoyno: Back to the USSR 2.0,2016-02-15,1,Separate Game Development;Dagestan Technology,Dagestan Technology,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Adventure;Casual;Visual Novel,11,266,3.19,"High crime rates, corruption and a change of morals… Can he survive the new society?",34996,Negative
"""Glow Ball"" - The billiard puzzle game",2015-07-20,1,WTFOMGames,WTFOMGames,windows;linux,0,Single-player;Steam Trading Cards;Partial Controller Support,Casual;Indie;Sports;Strategy,Indie;Strategy;Casual,0,245,2.89,Physics based puzzle game type of billiards. If you like billiard games or love pool then this game is for you!,7130,Negative
Paladins®,2018-05-08,1,Evil Mojo Games,Hi-Rez Studios,windows,0,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action;Free to Play,Free to Play;Multiplayer;FPS,58,1595,0.0,"Join 25+ million players in Paladins, the free-to-play fantasy team-based shooter sensation. Wield guns and magic as a legendary Champion of the Realm, customizing your core set of abilities to play exactly how you want to play.",7675506,Positive
The Station,2018-02-19,1,The Station,The Station,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Story Rich,11,0,11.39,"The Station is a first-person sci-fi mystery set on a space station sent to study a sentient alien civilization. Assuming the role of a recon specialist, players must unravel a mystery which will decide the fate of two civilizations.",12502,Mostly Positive
Broken Age,2014-01-28,1,Double Fine Productions,Double Fine Productions,windows;mac;linux,0,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Point & Click;Adventure;Indie,45,271,11.39,"A family friendly, hand-animated, puzzle-filled adventure game with an all-star cast, including Elijah Wood, Jack Black and Masasa Moyo. Funded by a record breaking crowdfunding campaign and designed by industry legend Tim Schafer, Broken Age is a timeless coming-of-age story.",459000,Positive
Triple Town,2012-12-06,1,Spry Fox LLC,Spry Fox LLC,windows;mac,0,Single-player;Steam Trading Cards,Casual;Indie;Strategy,Casual;Strategy;Puzzle,10,170,6.99,"Triple Town is an award-winning original puzzle game in which you try to grow the greatest possible city. The larger the city you build, the more points you score. You build your city by matching three or more game-pieces: combine three grasses to make a bush, three bushes to make a tree...",48111,Positive
Garden of Oblivion,2018-03-09,1,Träumendes Mädchen,Träumendes Mädchen,windows;mac;linux,0,Single-player;Steam Achievements,Casual;Free to Play;Indie,Free to Play;Casual;Indie,9,0,0.0,A short horror point &amp; click game about a teenager trapped in a dream-like garden. Will Reven be able to escape? It's up to you!,4294,Positive
